"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902003","GO:1902003","regulation of amyloid-beta formation","13/3020","33/18866",0.00106319066301928,0.0189496055328985,0.0159241706235333,"EPHA4/SORL1/NTRK2/BIN1/LRRTM3/TMED10/TNF/APP/ABCG1/SP1/EFNA1/SLC2A13/PRNP",13
"GO:0060541","GO:0060541","respiratory system development","50/3020","204/18866",0.00106539159344786,0.0189496055328985,0.0159241706235333,"ERRFI1/GLI2/TNS3/EIF4EBP1/SLC7A11/FGFR2/SPRY2/FGFR1/TGFBR2/SIX1/TBX5/KRAS/GLI3/FBXW7/SOX11/SPEF2/RC3H2/HS6ST1/DISP1/WDPCP/GRHL2/BMP4/PHF14/NFIB/PHOX2B/BASP1/MAN1A2/EDA/FLT4/WNT2/FGF2/PDGFA/DLG5/TNF/SOX9/LEF1/ALDH1A3/PROX1/EPAS1/GLI1/TCF21/CRISPLD2/PTN/CHD7/ALDH1A2/PDGFRA/VANGL2/IGFBP5/FGF1/ARG1",50
"GO:0072080","GO:0072080","nephron tubule development","27/3020","93/18866",0.00110072356357965,0.0194997279462156,0.0163864622083519,"ADAMTS16/JAG1/MEF2C/BCL2/PAX2/SALL1/PROM1/SIX1/GLI3/KIF26B/IRX1/BMP4/TACSTD2/MYC/GREM1/PBX1/FAT4/IRX3/FGF2/SOX9/WNT4/TCF21/LGR4/GATA3/BMP2/FGF1/CTNNBIP1",27
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","33/3020","121/18866",0.00110329713462067,0.0194997279462156,0.0163864622083519,"GIT1/ADRA1A/PPFIA3/RAP1B/HTR2A/GRIN3A/ERC2/CNR1/CACNA1D/P2RX7/CADPS/SYT1/LRRK2/PRKCB/PFN2/CHRM2/NCS1/HTR1B/SYT10/PCLO/SYT6/SYT2/DRD1/UNC13A/CPLX4/PPFIA2/OTOF/SYT8/FMR1/SYT4/RAB3GAP1/UNC13C/APBA2",33
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","15/3020","41/18866",0.00111042166365658,0.0194997279462156,0.0163864622083519,"TFRC/MEF2C/BCL2/IL21/BCL6/SLC39A10/IL2/IRS2/PTPRC/IL7/NFATC2/IL4/VAV3/GPR183/TLR4",15
"GO:2000826","GO:2000826","regulation of heart morphogenesis","15/3020","41/18866",0.00111042166365658,0.0194997279462156,0.0163864622083519,"PIM1/JAG1/ROBO1/SEMA3C/ROBO2/TGFBR2/SIX1/TBX5/HAND2/BMP4/FOXC1/TWIST1/SOX9/TGFBR1/BMP2",15
"GO:0050805","GO:0050805","negative regulation of synaptic transmission","23/3020","75/18866",0.00111171853894249,0.0194997279462156,0.0163864622083519,"GRID2/SLC24A2/RAP1B/SORCS3/PCDH17/GRIK2/HTR2A/ADNP/TNR/CBLN1/BDNF/ATAD1/LRRK2/SLC24A1/MIR30B/HTR1B/GNAI1/NPY2R/DRD1/NLGN4X/FMR1/SYT4/PRKN",23
"GO:1990845","GO:1990845","adaptive thermogenesis","40/3020","155/18866",0.0011476410316814,0.0200742072171454,0.0168692219108738,"EBF2/SORL1/ACOT13/PTH2R/KDM1A/PPARGC1A/MAP2K6/CAV1/PLCL2/TLE3/MC4R/KSR2/IL18R1/SYK/DOCK7/PHOX2B/CMKLR1/ALDH1A1/ZNF423/SLN/GJA1/ESRRG/ACOT11/DYNC1H1/NPR3/IL15/ELOVL6/EPAS1/SCTR/IL4/CEBPB/PLCL1/PLAC8/PPARGC1B/PRLR/IL4R/LGR4/TLR4/OMA1/ADCYAP1",40
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","104/3020","489/18866",0.00115333051220855,0.0201181509732907,0.0169061497439878,"MIR153-2/PDE4D/KCNE4/KCNQ5/DPP6/KCNA4/MEF2C/DIAPH1/THBS1/HTR3A/KCNV1/KCNJ5/CAMK2D/KCNA5/PPARGC1A/KCNMA1/ADRA2A/HECW2/MIR21/FGF13/FGF12/CAV1/CACNG3/ATG5/JPH1/FYN/GRM5/ANO6/HCN4/ATPSCKMT/CHRM3/ARL6IP5/LACRT/CACNA1D/CACNA2D1/CAPN3/SHISA9/CACNA2D3/KCNK5/SCN5A/KCNH8/DMD/KCNU1/TCAF2/P2RX7/GNB5/SHISA6/DLG2/SLC30A5/SCN7A/IRS2/STIM2/NOS1AP/KCNIP4/RYR2/SESTD1/KCNJ15/ASIC2/KCND2/BIN1/KCNK13/SNTA1/SCN8A/GOPC/EPHB2/DPP10/SLN/SCN9A/TWIST1/HCN1/KCNG1/CAB39/STOM/SLC43A1/GRIA4/KCNIP1/APP/OPRM1/UBQLN1/EDN3/HECW1/GRIN2A/GRIN2B/CACNA1C/KCNH1/ANK3/DRD1/SLC9A1/KCNH7/MTNR1B/PRKCE/MIR133A2/KCNC2/KCNE3/GRIA3/CHD7/CATSPER1/FMR1/SCN3B/KCNJ1/PRNP/UTRN/CLCNKB/KIF5B",104
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","53/3020","220/18866",0.00117168587231757,0.0203821839107551,0.0171280280062618,"ZW10/KANK1/ACTR2/RAP1B/FRMD4B/SPRY2/DOCK8/MAP2/INSC/CLASP2/PARD6G/MAPKAP1/FGF13/FAT1/BCAS3/KIF26B/EPHB1/MTCL1/MYO9A/GSN/WDPCP/PTK2/DLG2/AMOT/DOCK7/MYH9/LMNA/CCR7/FRMD4A/WWC1/SPN/GJA1/RIPOR2/DLG5/ARHGAP35/UST/DOCK2/RHOBTB2/PARD3B/SLC9A1/HSP90AB1/PARVG/PRKCI/DST/MAD2L1/RND3/GATA3/RHOG/CDH5/PARD3/VANGL2/SIPA1L3/NDEL1",53
"GO:0007059","GO:0007059","chromosome segregation","75/3020","334/18866",0.00117693494248518,0.0204174028926471,0.0171576240353644,"ZW10/USP9X/ACTR2/SMC6/KPNB1/CDC6/HECW2/CDCA2/SMC2/STAG3L4/UBE2I/ANAPC7/SLX4/NR3C1/PPP2R1A/RAN/DYNC1LI1/MCMBP/FBXW7/CENPN/TTN/PUM1/CUL3/NUSAP1/CENPC/KIF2B/NUF2/TNKS/PRDM9/SLF1/ZWINT/KASH5/ANAPC1/ERCC2/NAA60/M1AP/AXIN2/ECT2/MACROH2A1/DLGAP5/BRIP1/BUB3/INO80/UVRAG/RIOK2/DYNC1H1/UBE2DNL/EME2/NIPBL/TERF1/RCC1/PDS5B/FAM83D/MAU2/KATNB1/HFM1/KIF14/HORMAD2/HIRA/AURKB/MAD2L1/TLK1/RCC2/RMI2/ESPL1/DSN1/ARL8A/MAPK15/INCENP/HASPIN/VPS4A/CHMP1B/PUM2/SMC1B/NDEL1",75
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","48/3020","195/18866",0.00120156143991789,0.0207876695015303,0.017468775032456,"EPHA4/ADRA1A/STAP1/YES1/NRG1/ADRA2A/HTR2A/ADNP/NTRK2/FYN/GRM5/IL21/NRP1/BANK1/LACRT/FBXW7/HGF/DVL2/GPRC5B/BDNF/PTPN11/IL2/AFAP1L2/SYK/BTC/ALKAL2/OSM/DOK7/BMP6/CD44/GREM1/PTPRC/GATA1/PTPRJ/TNF/IL15/TGFA/IL4/IL6/EFNA5/IQGAP1/EFNA1/IL12A/IL20/KIT/RIPK2/NTF3/PRNP",48
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","22/3020","71/18866",0.00121337914797489,0.0209349230653325,0.0175925185515935,"EOMES/MIR21/IL21/FOXP1/BCL6/RC3H2/IL18R1/IL2/HLX/RORA/NFKBIZ/PTGER4/SPN/LEF1/ANXA1/IL4/TNFSF4/IL6/IL4R/GPR183/GATA3/RIPK2",22
"GO:0061053","GO:0061053","somite development","26/3020","89/18866",0.00121974470601118,0.0209875638001707,0.0176367548309111,"FRZB/COBL/IHH/SEMA3C/EPB41L5/MEOX1/SIX1/ROR2/FOXB1/TBX18/SOX11/SFRP2/NKD1/LFNG/SFRP1/PPP2R3A/FOXC1/RBBP6/TBXT/AXIN2/PALB2/MEOX2/LEF1/WNT4/PLXNA2/ALDH1A2",26
"GO:0001558","GO:0001558","regulation of cell growth","91/3020","420/18866",0.00125959289660999,0.021614477564592,0.018163577499254,"SEMA3A/IGFBP3/KDM2B/ESR2/FRZB/EPHA7/SLIT2/NTN1/SEMA3E/BCL2/MACF1/BCL11A/CAMK2D/SEMA3C/MAP2/RYK/NTRK3/SOX17/NRCAM/SEMA6D/NRG3/SGK1/PPP1R9B/FGF13/ADNP/AGTR1/TNR/SMARCA2/PPP2R1A/SPOCK1/NRP1/SEMA3D/DPYSL2/BCL6/SERTAD2/OSGIN2/CDH4/SFRP2/BDNF/URI1/SH3BP4/IL2/APBB2/SYT1/MUC12/SFRP1/DCC/RNF157/GREM1/PPARD/PLXNA4/GJA1/LMX1A/CRABP2/PRDM11/PTPRJ/INHBA/INO80/WNT3/IGFBP4/H3-5/LEF1/SEMA5A/SEMA5B/SYT2/BARHL2/SERPINE2/FXN/CXCL12/EXOSC9/SLC9A1/KIF14/UNC13A/CLSTN1/CDK5R1/DCBLD2/RPS6KA1/EFNA5/RPTOR/TGFBR1/RTN4/OSTN/DISC1/LTBP4/SEMA3G/SYT4/PML/IGFBP5/PRKN/SEMA6A/NDEL1",91
"GO:0061448","GO:0061448","connective tissue development","61/3020","262/18866",0.00130234523245589,0.0222877027348938,0.0187293176388749,"EBF2/FRZB/MEF2C/SORL1/IHH/CFLAR/TGFBI/GLI2/RARB/SOX5/PPARGC1A/FGFR1/TGFBR2/TRPS1/CER1/MIR21/ROR2/MSX2/CSGALNACT1/CNMD/GLI3/SULF2/TBL1XR1/BMPR1B/SATB2/ACAN/HAND2/SFRP2/TRIP11/PTPN11/SPTLC2/BMP4/NFIB/COL27A1/STC1/PITX1/BMP6/CD44/SOX6/ID4/ZNF219/GREM1/MKKS/PPARD/BARX2/MAF/ID2/EPYC/AXIN2/MEF2D/FGF2/SOX9/RUNX3/LNPK/FTO/BMP8B/RUNX1/TGFBR1/TRPM4/BMP2/SNX19",61
"GO:0060993","GO:0060993","kidney morphogenesis","27/3020","94/18866",0.00131258913400623,0.0224024646806669,0.018825757050366,"ADAMTS16/BCL2/PAX2/SALL1/SIX1/GLI3/KIF26B/IRX1/BMP4/BASP1/TACSTD2/MYC/GREM1/PBX1/LRRK2/FAT4/IRX3/FGF2/SOX9/WNT4/TCF21/LGR4/GATA3/BMP2/VANGL2/FGF1/CTNNBIP1",27
"GO:0048545","GO:0048545","response to steroid hormone","77/3020","346/18866",0.00133108606260102,0.02265708857094,0.0190397284845732,"ESR2/PADI2/CLDN1/SLIT2/ERRFI1/FOXO3/THBS1/CFLAR/BCL2/NCOA2/ADTRP/EIF4EBP1/TGFBR2/NTRK3/ADM/UFSP2/PPP1R9B/ARID1A/TRERF1/CAV1/AKAP13/ESRRB/NR3C1/KRAS/NCOA1/FOXP1/CYP7B1/GPR83/PDCD7/ZMIZ1/IDH1/URI1/PAPPA/UBE3A/BMP4/STC1/SFRP1/BMP6/UGT1A1/SDC1/HNMT/ATP2B1/ZFP36L1/CPS1/RBFOX2/PPARD/TRIP4/TFPI/ALDH3A1/ESRRG/GPAM/GABRB1/NCOR2/TNF/LEF1/ANXA1/HTR1B/NR3C2/CNOT1/MSTN/TCF21/TFAP4/KLF9/IL6/SST/SMYD3/NCOR1/GOT1/PPARGC1B/LMO3/RUNX1/CPN1/PTN/CATSPER1/ADCYAP1/ARG1/UBE2L3",77
"GO:0006936","GO:0006936","muscle contraction","80/3020","362/18866",0.00134057614579412,0.0227574481371806,0.0191240649555221,"MIR153-2/PDE4D/KCNE4/ADRA1A/ITGA1/PPP1R12B/SETD3/ASB3/KCNJ5/CAMK2D/PRKG1/KCNA5/KCNMA1/HTR1D/ADRA2A/HTR2A/MIR21/MAP2K6/FGF13/FGF12/CAV1/TACR3/ATP8A2/ARHGAP42/HCN4/CHRM3/LMOD2/SULF2/CALCRL/CACNA1D/CACNA2D1/GLRA1/TTN/NMUR2/SCN5A/DMD/MYL10/SORBS1/STC1/SGCD/SCN7A/NOS1AP/MYL9/RYR2/MYOF/BIN1/SNTA1/HTR7/ATP2B1/MKKS/GJA1/NMUR1/HSBP1/MYOM3/CTNNA3/CHRM2/MYOM1/EDN3/DTNA/CACNA1C/GUCY1A1/MYH14/NPY2R/DRD1/SLC9A1/MYOT/GRIP2/JUP/PROK2/MIR133A2/KCNE3/KIT/TRPM4/CKMT2/DOCK4/ADRA1B/SCN3B/ASPH/UTRN/DOCK5",80
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","73/3020","325/18866",0.00134575616591965,0.022784299579153,0.0191466293800276,"EPHA7/ERRFI1/ADRA1A/CFLAR/SPRY4/RAP1B/FGFR2/SPRY2/FGF20/HTR2A/MIR21/FSHR/ITGB1BP1/NRP1/EPHB1/FBXW7/NEK10/MIRLET7B/PKHD1/HAND2/MTURN/SPRED2/PTPN11/GBP1/BMP4/SYK/ACKR3/FRS2/ALKAL2/PLA2G5/BMPER/ITGAV/PRKD2/CD44/FGF19/CCR7/RAPGEF2/PTGER4/MYC/ZFP36L1/AKAP12/EPHB2/FLT4/CCR1/PTPRC/DAB2IP/FGF2/PDGFA/TNF/SOX9/KARS1/APP/OPRM1/PLA2G2A/FAM83D/PRKCA/MARCO/MIR133A2/LMO3/GPR183/TLR4/BMP2/RIPK2/ADCYAP1/EIF3A/PDGFRA/SIRPA/DENND2B/TIAM1/SEMA6A/FGFR4/VRK3/HMGCR",73
"GO:0008361","GO:0008361","regulation of cell size","45/3020","181/18866",0.0013528183558078,0.0228420302855587,0.0191951429819296,"SEMA3A/EPHA7/NTN1/SEMA3E/MACF1/KDM1A/SEMA3C/MAP2/RYK/NTRK3/KCNMA1/NRCAM/SEMA6D/FGF13/ADNP/TNR/ANO6/NRP1/SEMA3D/DPYSL2/CDH4/BDNF/P2RX7/WDTC1/PRR16/DCC/PLXNA4/CRABP2/AQP4/WNT3/SEMA5A/SEMA5B/BARHL2/SCTR/CXCL12/HSP90AB1/VAV3/CDK5R1/EFNA5/RPTOR/RTN4/DISC1/SEMA3G/SEMA6A/NDEL1",45
"GO:0033077","GO:0033077","T cell differentiation in thymus","23/3020","76/18866",0.00135638082554802,0.0228420302855587,0.0191951429819296,"BCL11B/IHH/BCL2/GLI2/MAFB/FZD8/TOX/ATG5/FADD/GLI3/CCR6/ZAP70/RAG2/CAMK4/BMP4/CD3D/CCR7/ZFP36L1/PTPRC/WNT4/CDK6/DOCK2/GATA3",23
"GO:0014706","GO:0014706","striated muscle tissue development","85/3020","389/18866",0.0013783202418086,0.0231499304274059,0.0194538847475707,"PIM1/NEBL/TBX3/MEF2C/ADRA1A/CFLAR/BCL2/RARB/EOMES/FGFR2/SEMA3C/FHOD3/FGF20/FGFR1/TGFBR2/TENM4/NRG1/ARID1A/FGF3/SIX1/CAV1/ATG5/AKAP13/JARID2/TBX5/MYLK3/SORBS2/EPHB1/TTN/SOX11/BMP4/HLX/FRS2/PITX1/PHOX2B/SGCD/SGCZ/RYR2/FOXC1/POPDC2/LMNA/ZBTB18/SOX6/GREM1/ID2/MRTFB/PAX5/GJA1/PDLIM5/RIPOR2/KLF5/LRP2/TWIST1/MEOX2/WNT2/MEF2D/FGF2/COL19A1/LUC7L/LEF1/PROX1/MYO18B/MYOM1/MSTN/DMRTA2/RBM24/GLI1/SVIL/TCF21/XIRP2/DNER/MYH14/SLC9A1/MEIS1/FLNB/SGCG/TGFBR1/CHD7/BMP2/ALDH1A2/NDUFV2/PDGFRA/BTG2/NLN/HMGCR",85
"GO:0051491","GO:0051491","positive regulation of filopodium assembly","12/3020","30/18866",0.00140677175982031,0.0235652877861963,0.019802927446092,"TENM2/DPYSL3/ZMYND8/BCAS3/NRP1/DNM3/CCR7/RIPOR2/ARAP1/TGFBR1/FMR1/FNBP1L",12
"GO:0030879","GO:0030879","mammary gland development","37/3020","142/18866",0.00142807213007646,0.0238589781732036,0.0200497281420262,"TBX3/NTN1/ROBO1/GLI2/BTRC/FGFR2/TGFBR2/NRG1/NRG3/CAV1/MSX2/NCOA1/FOXB1/GLI3/ETV5/GOT2/BMP4/ZNF703/IRS2/ID2/WNT2/WNT3/NCOR2/SOX9/LEF1/WNT4/ARHGAP35/CEBPB/HK2/RREB1/PRLR/RTN4/GATA3/VDR/PML/IGFBP5/ARG1",37
"GO:0051489","GO:0051489","regulation of filopodium assembly","16/3020","46/18866",0.00143348773368148,0.0238658415219425,0.0200554957099144,"TENM2/DPYSL3/ZMYND8/BCAS3/NRP1/RAB17/DNM3/CCR7/MYO10/RIPOR2/CAPZB/ARAP1/TGFBR1/FMR1/GAP43/FNBP1L",16
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","61/3020","263/18866",0.00143602110231524,0.0238658415219425,0.0200554957099144,"EPHA7/EPHA4/ERRFI1/ADRA1A/STAP1/YES1/NRG1/ADRA2A/HTR2A/ADNP/CAV1/NTRK2/FYN/GRM5/IL21/PPP2R1A/NRP1/BANK1/LACRT/FBXW7/HGF/DVL2/GPRC5B/SFRP2/BDNF/PTPN11/IL2/AFAP1L2/SYK/BTC/ALKAL2/SFRP1/OSM/DOK7/BMP6/CD44/GREM1/PTPRC/GATA1/IL7/PTPRJ/PDGFA/CD300A/TNF/APP/IL15/TGFA/IL4/IL6/PRKCE/EFNA5/IQGAP1/EFNA1/PDCL3/SH2B3/IL12A/IL20/KIT/RIPK2/NTF3/PRNP",61
"GO:0019228","GO:0019228","neuronal action potential","13/3020","34/18866",0.00147172164189338,0.0243951346504421,0.0205002835485562,"GRIK2/FGF12/SCN5A/SCN7A/KCND2/SCN8A/SCN9A/KCNMB2/ANK3/MYH14/DRD1/MTNR1B/FMR1",13
"GO:0043279","GO:0043279","response to alkaloid","29/3020","104/18866",0.0014777271686045,0.0244307269754666,0.0205301933139914,"PEA15/HTR3A/PPARGC1A/HTR2A/ADGRL3/PPP1R9B/MTRNR2L5/TACR3/FADD/SDK1/CNR1/GOT2/UBE3A/CASP6/DHX15/RYR2/PPP2R2A/HNMT/RYR3/TMED10/HDAC5/HTR1B/OPRM1/SPIDR/DRD1/HSP90AB1/PRKCE/DNMT3A/TIAM1",29
"GO:0097756","GO:0097756","negative regulation of blood vessel diameter","25/3020","86/18866",0.00161857312764825,0.0266895964694498,0.022428418750718,"ADRA1A/KCNA5/ADM/HTR1D/ADRA2A/HTR2A/MIR21/AGTR1/CAV1/ARHGAP42/CHRM3/ASIC2/HTR7/ATP2B1/MKKS/GJA1/KCNMB2/HTR1B/EDN3/GRIP2/TRPM4/DOCK4/ADRA1B/DOCK5/HMGCR",25
"GO:0007379","GO:0007379","segment specification","8/3020","16/18866",0.0016334407662703,0.0267951993057605,0.0225171613675931,"COBL/MAFB/MEOX1/DVL2/IRX1/IRX3/MTF2/MEOX2",8
"GO:0021542","GO:0021542","dentate gyrus development","8/3020","16/18866",0.0016334407662703,0.0267951993057605,0.0225171613675931,"NEUROD6/NEUROD1/LMX1A/LEF1/PROX1/CDK6/DRD1/BTG2",8
"GO:0060411","GO:0060411","cardiac septum morphogenesis","23/3020","77/18866",0.00164579827909842,0.0269230820990645,0.0226246267930264,"JAG1/TBX3/SLIT2/NRP2/ROBO1/RARB/FGFR2/SEMA3C/ROBO2/TGFBR2/TBX5/MSX2/SMAD6/NRP1/FZD1/SOX11/BMP4/ID2/LRP2/PROX1/TGFBR1/CHD7/VANGL2",23
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","18/3020","55/18866",0.00165255675455866,0.0269230820990645,0.0226246267930264,"IHH/MIR21/GLI3/BCL6/RC3H2/IL2/BMP4/HLX/SFRP1/ID2/INHBA/MIR30B/ANXA1/RUNX3/IL4/TNFSF4/IL4R/RUNX1",18
"GO:0043586","GO:0043586","tongue development","10/3020","23/18866",0.00165824415960757,0.0269230820990645,0.0226246267930264,"BNC2/INTU/SIX1/GLI3/HAND2/BDNF/WDPCP/HOXC13/LEF1/KIT",10
"GO:0060445","GO:0060445","branching involved in salivary gland morphogenesis","10/3020","23/18866",0.00165824415960757,0.0269230820990645,0.0226246267930264,"SEMA3A/PLXNA1/FGFR2/SEMA3C/FGFR1/NRP1/HGF/PLXND1/PDGFA/TNF",10
"GO:0030048","GO:0030048","actin filament-based movement","39/3020","153/18866",0.00167771496942057,0.0271695426761408,0.0228317382431579,"PDE4D/KCNE4/MYO5B/KCNJ5/CAMK2D/KCNA5/EPB41L5/FGF13/FGF12/CAV1/LIMCH1/WIPF3/HCN4/CACNA1D/CACNA2D1/TTN/SCN5A/DMD/STC1/SGCD/SYNE2/NOS1AP/MYH9/RYR2/BIN1/SNTA1/GJA1/SUN2/CTNNA3/WASF2/CACNA1C/MYH14/SLC9A1/JUP/MIR133A2/KCNE3/TRPM4/SCN3B/FNBP1L",39
"GO:0007626","GO:0007626","locomotory behavior","48/3020","198/18866",0.00169126865600688,0.0273191661475397,0.0229574732978378,"ZFHX3/EPHA4/NCOA2/SLITRK6/FOXA2/NRG1/ADGRL3/DPP4/FGF12/TNR/GRM5/ASTN1/LRRTM1/DAB1/ETV5/NAV2/NR4A2/ABHD12/ZIC1/GLRA1/SEZ6L/PUM1/ANKH/KCND2/ID2/OPRD1/LRRK2/LMX1A/ALK/KLHL1/ALDH1A3/APP/OPRM1/DMRT3/FXN/CXCL12/EPS8/NPY2R/CDH23/DRD1/MEIS1/NCOR1/PRKCE/CHD7/HEXB/PAK6/PRKN/APBA2",48
"GO:0031214","GO:0031214","biomineral tissue development","41/3020","163/18866",0.0017036264322457,0.0273790928146695,0.0230078322602245,"ACVR2A/MEF2C/TFAP2A/FGFR2/CER1/KLF10/ROR2/FBN2/ANO6/MSX2/ITGB1BP1/BMPR1B/BCOR/OTOL1/KL/COL1A2/OC90/P2RX7/BMP4/MEPE/ANKH/FAM20C/BMP6/GREM1/ATP2B1/ERCC2/AXIN2/WDR72/CCR1/GATA1/TWIST1/SOX9/WNT4/TXLNG/CEBPB/TUFT1/LGR4/CLEC3B/PTN/TRPM4/BMP2",41
"GO:0110148","GO:0110148","biomineralization","41/3020","163/18866",0.0017036264322457,0.0273790928146695,0.0230078322602245,"ACVR2A/MEF2C/TFAP2A/FGFR2/CER1/KLF10/ROR2/FBN2/ANO6/MSX2/ITGB1BP1/BMPR1B/BCOR/OTOL1/KL/COL1A2/OC90/P2RX7/BMP4/MEPE/ANKH/FAM20C/BMP6/GREM1/ATP2B1/ERCC2/AXIN2/WDR72/CCR1/GATA1/TWIST1/SOX9/WNT4/TXLNG/CEBPB/TUFT1/LGR4/CLEC3B/PTN/TRPM4/BMP2",41
"GO:0021549","GO:0021549","cerebellum development","29/3020","105/18866",0.00173480185332771,0.0276883007001225,0.0232676729792066,"GRID2/EZH2/GLI2/PPARGC1A/RERE/NCOA1/DAB1/AGTPBP1/CBLN1/SEZ6L/CPLANE1/SCN5A/PTPN11/ZNF365/RORA/FOXC1/NEUROD2/NEUROD1/LMX1A/GBX2/KLHL1/PROX1/GLI1/SERPINE2/KIF14/CDK5R1/PTN/NLGN4X/HNRNPD",29
"GO:0001656","GO:0001656","metanephros development","26/3020","91/18866",0.00173598474067414,0.0276883007001225,0.0232676729792066,"BCL2/PAX2/ROBO2/SOX17/SALL1/SIX1/GLI3/KIF26B/FBN1/IRX1/BMP4/BASP1/MYC/GREM1/ID2/FAT4/IRX3/PDGFA/DLG5/SOX9/WNT4/TCF21/NIPBL/LGR4/GATA3/PDGFRA",26
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","26/3020","91/18866",0.00173598474067414,0.0276883007001225,0.0232676729792066,"KDM2B/FOXO3/GLI2/KDM1A/TOX/ZNF335/GLI3/BDNF/TRIM71/CDH2/ID2/LRRK2/LRP2/DCT/NAP1L1/PROX1/DISP3/DMRTA2/GLI1/NES/SIX3/DISC1/PTN/ADCYAP1/BTG2/PTPRZ1",26
"GO:0030166","GO:0030166","proteoglycan biosynthetic process","20/3020","64/18866",0.00177173483173301,0.0281874998857623,0.0236871715800327,"XYLT1/CHST9/HS6ST3/HS3ST5/SLC35D1/FOXL1/NDST3/CSGALNACT1/BMPR1B/ACAN/HS6ST1/CHST15/CHST8/DSEL/CHSY3/EXT1/UST/TCF7L2/PXYLP1/VANGL2",20
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","36/3020","139/18866",0.00184010198156268,0.0292018189154258,0.0245395475974129,"IGFBP3/ITGA1/PPP1R17/PHACTR2/CDCA2/PPP1R9B/CABIN1/PPP2R3B/PPP2R1A/ELFN1/SLC39A10/PHACTR3/URI1/NUAK1/PPP4R1/PPP2R3A/PPP2R2A/PTPRC/SWAP70/ENSA/PPP1R12A/CAMTA1/PHACTR1/PPP2R2C/PPP1R3B/CD300A/TNF/RCAN3/IKBKB/HSP90AB1/PPP1R2/CNEP1R1/PTN/SET/CDH5/VRK3",36
"GO:0034204","GO:0034204","lipid translocation","16/3020","47/18866",0.00185477929588883,0.029287936412888,0.0246119158438589,"XKR4/XKR8/ATP8A2/ATP11B/ANO6/ANO3/ATP8A1/TMEM30CP/P2RX7/ATP8B1/ATP11A/ATP10B/ATP10D/ABCG1/SLC4A1/PLSCR1",16
"GO:1903115","GO:1903115","regulation of actin filament-based movement","16/3020","47/18866",0.00185477929588883,0.029287936412888,0.0246119158438589,"PDE4D/CAMK2D/FGF13/CAV1/HCN4/SCN5A/STC1/NOS1AP/RYR2/BIN1/CTNNA3/CACNA1C/JUP/MIR133A2/KCNE3/TRPM4",16
"GO:0106106","GO:0106106","cold-induced thermogenesis","37/3020","144/18866",0.00186727069351616,0.0293388536757923,0.0246547038153955,"EBF2/ACOT13/PTH2R/KDM1A/PPARGC1A/MAP2K6/CAV1/PLCL2/TLE3/KSR2/IL18R1/SYK/DOCK7/PHOX2B/CMKLR1/ALDH1A1/ZNF423/SLN/GJA1/ESRRG/ACOT11/DYNC1H1/NPR3/IL15/ELOVL6/EPAS1/IL4/CEBPB/PLCL1/PLAC8/PPARGC1B/PRLR/IL4R/LGR4/TLR4/OMA1/ADCYAP1",37
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","37/3020","144/18866",0.00186727069351616,0.0293388536757923,0.0246547038153955,"EBF2/ACOT13/PTH2R/KDM1A/PPARGC1A/MAP2K6/CAV1/PLCL2/TLE3/KSR2/IL18R1/SYK/DOCK7/PHOX2B/CMKLR1/ALDH1A1/ZNF423/SLN/GJA1/ESRRG/ACOT11/DYNC1H1/NPR3/IL15/ELOVL6/EPAS1/IL4/CEBPB/PLCL1/PLAC8/PPARGC1B/PRLR/IL4R/LGR4/TLR4/OMA1/ADCYAP1",37
"GO:0071696","GO:0071696","ectodermal placode development","7/3020","13/18866",0.00187354704527579,0.0293646036898176,0.0246763426625042,"TBX3/NRG3/SIX1/NRP1/FRS2/EDA/PROX1",7
"GO:0019229","GO:0019229","regulation of vasoconstriction","19/3020","60/18866",0.00192276132476572,0.0299017101487743,0.0251276963796346,"ADRA1A/KCNA5/ADM/ADRA2A/HTR2A/MIR21/AGTR1/CAV1/ARHGAP42/CHRM3/ASIC2/ATP2B1/GJA1/KCNMB2/EDN3/TRPM4/DOCK4/ADRA1B/DOCK5",19
"GO:0097755","GO:0097755","positive regulation of blood vessel diameter","19/3020","60/18866",0.00192276132476572,0.0299017101487743,0.0251276963796346,"MIR153-2/ITGA1/PTPRM/PRKG1/ADM/KCNMA1/ATG5/ARHGAP42/CPS1/MKKS/PPARD/GJA1/SOD2/GUCY1A1/DRD1/MTNR1B/DOCK4/ADCYAP1/DOCK5",19
